course_id,course_name,skill,difficulty,rating,duration_hours,num_students
20944,Neural Networks,Deep Learning,Advanced,3.8,20,88017
20945,Data Analysis Course,Data Analysis,Intermediate,4.02,28,117538
20946,Data Visualization with Python,Data Visualization,Beginner,3.92,8,432454
20947,Data Analysis Course,Data Analysis,Advanced,3.64,3,6815
20948,Python Basics,Python,Beginner,3.54,39,151935
20949,Neural Networks,Deep Learning,Advanced,4.84,19,491961
20950,SQL for Data Science,SQL,Advanced,3.56,10,93442
20951,ML Algorithms,Machine Learning,Intermediate,4.02,32,393577
20952,Data Visualization with Python,Data Visualization,Beginner,4.03,3,438656
20953,Neural Networks,Deep Learning,Intermediate,4.6,25,452399
20954,Data Analysis Course,Data Analysis,Advanced,4.24,35,356164
20955,TensorFlow Crash Course,TensorFlow,Beginner,4.39,5,167045
20956,Probability Course,Probability,Beginner,4.43,5,21328
20957,ML Algorithms,Machine Learning,Intermediate,4.35,24,173080
20958,Probability Course,Probability,Beginner,4.25,37,134100
20959,Probability Course,Probability,Advanced,4.76,33,67231
20960,SQL for Data Science,SQL,Advanced,4.06,40,88570
20961,Probability Course,Probability,Intermediate,4.27,3,394838
20962,Natural Language Processing,NLP,Advanced,4.08,15,316670
20963,Python Basics,Python,Intermediate,4.64,7,127738
20964,PyTorch for Deep Learning,PyTorch,Intermediate,4.25,36,284379
20965,Machine Learning Intro,Machine Learning,Beginner,3.97,19,418964
20966,Data Analysis Course,Data Analysis,Advanced,4.84,5,294264
20967,Computer Vision Basics,Computer Vision,Intermediate,4.37,35,210727
20968,Data Visualization with Python,Data Visualization,Intermediate,3.78,30,246245
20969,Data Analysis Course,Data Analysis,Intermediate,3.53,38,330113
20970,SQL for Data Science,SQL,Beginner,4.31,16,482779
20971,Data Analysis Course,Data Analysis,Intermediate,4.66,4,449306
20972,TensorFlow Crash Course,TensorFlow,Advanced,3.53,33,99708
20973,Natural Language Processing,NLP,Intermediate,4.52,3,466340
20974,Computer Vision Basics,Computer Vision,Intermediate,4.1,7,476806
20975,SQL for Data Science,SQL,Intermediate,4.13,18,344705
20976,Computer Vision Basics,Computer Vision,Advanced,4.14,16,33727
20977,Computer Vision Basics,Computer Vision,Beginner,4.39,31,152067
20978,Linear Algebra Course,Linear Algebra,Beginner,4.42,7,69173
20979,TensorFlow Crash Course,TensorFlow,Beginner,4.22,20,284727
20980,Natural Language Processing,NLP,Intermediate,4.41,9,61948
20981,Statistics for Data Science,Statistics,Advanced,3.5,10,30590
20982,Data Visualization with Python,Data Visualization,Intermediate,4.27,36,164499
20983,Numpy Fundamentals,Numpy,Intermediate,4.01,11,248520
20984,Pandas for Data Analysis,Pandas,Intermediate,3.98,40,480845
20985,Computer Vision Basics,Computer Vision,Intermediate,3.66,16,60762
20986,Python Basics,Python,Advanced,3.6,31,405977
20987,Statistics for Data Science,Statistics,Beginner,4.15,8,386525
20988,Linear Algebra Course,Linear Algebra,Beginner,3.9,21,337271
20989,Data Analysis Course,Data Analysis,Beginner,4.14,30,463574
20990,Deep Learning Fundamentals,Deep Learning,Intermediate,3.86,18,129247
20991,PyTorch for Deep Learning,PyTorch,Advanced,4.08,40,441922
20992,Probability Course,Probability,Intermediate,4.63,10,481058
20993,Python Basics,Python,Beginner,4.33,26,344396
20994,TensorFlow Crash Course,TensorFlow,Advanced,3.87,30,210306
20995,SQL for Data Science,SQL,Intermediate,3.87,37,28710
20996,PyTorch for Deep Learning,PyTorch,Advanced,4.31,39,141050
20997,Neural Networks,Deep Learning,Intermediate,4.84,23,153831
20998,Data Visualization with Python,Data Visualization,Intermediate,4.76,37,155859
20999,Computer Vision Basics,Computer Vision,Advanced,4.73,40,202612
21000,Pandas for Data Analysis,Pandas,Advanced,4.85,12,121173
21001,Deep Learning Fundamentals,Deep Learning,Beginner,3.68,10,142551
21002,ML Algorithms,Machine Learning,Advanced,4.57,27,254174
21003,Numpy Fundamentals,Numpy,Beginner,4.61,9,481676
21004,TensorFlow Crash Course,TensorFlow,Intermediate,4.83,9,53845
21005,Data Visualization with Python,Data Visualization,Beginner,4.0,6,31868
21006,SQL for Data Science,SQL,Advanced,4.7,33,243824
21007,PyTorch for Deep Learning,PyTorch,Intermediate,4.93,30,263850
21008,Probability Course,Probability,Beginner,3.93,27,102576
21009,Statistics for Data Science,Statistics,Beginner,3.56,15,372895
21010,SQL for Data Science,SQL,Advanced,3.9,4,484742
21011,Natural Language Processing,NLP,Intermediate,3.59,12,164210
21012,PyTorch for Deep Learning,PyTorch,Intermediate,4.32,22,299613
21013,Data Analysis Course,Data Analysis,Intermediate,3.6,2,279923
21014,Data Visualization with Python,Data Visualization,Beginner,4.88,6,499715
21015,Linear Algebra Course,Linear Algebra,Beginner,4.38,4,381563
21016,SQL for Data Science,SQL,Intermediate,4.67,18,55411
21017,Data Analysis Course,Data Analysis,Beginner,4.74,12,464250
21018,Statistics for Data Science,Statistics,Advanced,4.78,22,312667
21019,Pandas for Data Analysis,Pandas,Beginner,3.87,40,469346
21020,Pandas for Data Analysis,Pandas,Intermediate,3.82,29,254352
21021,Natural Language Processing,NLP,Advanced,4.33,31,101335
21022,Deep Learning Fundamentals,Deep Learning,Beginner,4.83,20,193179
21023,Deep Learning Fundamentals,Deep Learning,Intermediate,4.08,23,103542
21024,Pandas for Data Analysis,Pandas,Beginner,4.3,5,116351
21025,Python Basics,Python,Beginner,4.16,32,286221
21026,Natural Language Processing,NLP,Beginner,4.6,20,134078
21027,Data Visualization with Python,Data Visualization,Beginner,4.38,23,447119
21028,Numpy Fundamentals,Numpy,Advanced,4.73,35,487489
21029,Data Analysis Course,Data Analysis,Intermediate,4.57,34,23719
21030,PyTorch for Deep Learning,PyTorch,Advanced,4.76,29,47015
21031,Data Visualization with Python,Data Visualization,Advanced,4.89,37,281029
21032,Numpy Fundamentals,Numpy,Intermediate,4.54,25,73615
21033,Data Analysis Course,Data Analysis,Advanced,4.84,39,226991
21034,Pandas for Data Analysis,Pandas,Intermediate,4.08,21,80195
21035,Numpy Fundamentals,Numpy,Advanced,3.6,39,43491
21036,Python for Data Science,Python,Beginner,3.52,8,219230
21037,SQL for Data Science,SQL,Intermediate,3.68,34,238936
21038,Data Visualization with Python,Data Visualization,Intermediate,4.44,35,33620
21039,Computer Vision Basics,Computer Vision,Advanced,4.1,20,398502
21040,Linear Algebra Course,Linear Algebra,Beginner,4.84,39,436104
21041,Numpy Fundamentals,Numpy,Intermediate,4.96,22,23621
21042,Linear Algebra Course,Linear Algebra,Advanced,3.66,30,292010
21043,Data Analysis Course,Data Analysis,Intermediate,3.76,37,80637
21044,SQL for Data Science,SQL,Beginner,3.75,23,95303
21045,Linear Algebra Course,Linear Algebra,Intermediate,3.65,20,256257
21046,TensorFlow Crash Course,TensorFlow,Advanced,4.01,2,101235
21047,Data Analysis Course,Data Analysis,Advanced,4.41,28,468051
21048,Probability Course,Probability,Intermediate,4.86,36,1611
21049,PyTorch for Deep Learning,PyTorch,Advanced,3.74,24,62447
21050,Computer Vision Basics,Computer Vision,Advanced,3.75,36,379787
21051,Linear Algebra Course,Linear Algebra,Beginner,4.58,18,405244
21052,Probability Course,Probability,Advanced,4.5,9,331992
21053,Probability Course,Probability,Intermediate,4.83,35,29188
21054,Data Visualization with Python,Data Visualization,Intermediate,4.71,4,205669
21055,Pandas for Data Analysis,Pandas,Intermediate,3.52,40,265208
21056,SQL for Data Science,SQL,Advanced,4.83,32,275346
21057,Python Basics,Python,Advanced,3.59,18,451680
21058,Advanced Python,Python,Intermediate,4.91,7,461791
21059,Natural Language Processing,NLP,Beginner,4.99,12,368496
21060,PyTorch for Deep Learning,PyTorch,Intermediate,4.35,15,191496
21061,Deep Learning Fundamentals,Deep Learning,Advanced,4.87,31,415265
21062,SQL for Data Science,SQL,Intermediate,3.97,35,103332
21063,Neural Networks,Deep Learning,Beginner,4.02,30,350834
21064,Natural Language Processing,NLP,Beginner,4.03,32,401763
21065,SQL for Data Science,SQL,Advanced,4.11,12,142523
21066,PyTorch for Deep Learning,PyTorch,Beginner,3.97,9,249974
21067,Neural Networks,Deep Learning,Intermediate,3.99,17,411750
21068,Advanced Python,Python,Beginner,3.91,17,328093
21069,Data Visualization with Python,Data Visualization,Beginner,4.24,11,434810
21070,PyTorch for Deep Learning,PyTorch,Beginner,4.6,19,39806
21071,Probability Course,Probability,Advanced,3.96,23,382958
21072,ML Algorithms,Machine Learning,Beginner,4.6,31,91269
21073,Pandas for Data Analysis,Pandas,Advanced,4.53,8,194986
21074,PyTorch for Deep Learning,PyTorch,Advanced,3.98,36,428818
21075,Advanced Python,Python,Beginner,4.88,12,189835
21076,TensorFlow Crash Course,TensorFlow,Beginner,3.82,24,305206
21077,Probability Course,Probability,Beginner,4.23,20,199821
21078,Python Basics,Python,Advanced,3.79,29,157216
21079,ML Algorithms,Machine Learning,Intermediate,4.65,38,423226
21080,Linear Algebra Course,Linear Algebra,Advanced,4.58,2,252130
21081,Statistics for Data Science,Statistics,Intermediate,3.56,13,416794
21082,TensorFlow Crash Course,TensorFlow,Intermediate,4.14,25,168364
21083,Data Visualization with Python,Data Visualization,Beginner,3.58,29,464117
21084,Numpy Fundamentals,Numpy,Intermediate,4.03,24,279061
21085,Numpy Fundamentals,Numpy,Intermediate,3.54,29,304054
21086,Computer Vision Basics,Computer Vision,Beginner,4.27,30,189207
21087,PyTorch for Deep Learning,PyTorch,Beginner,4.58,22,21076
21088,SQL for Data Science,SQL,Beginner,4.3,27,389739
21089,Data Visualization with Python,Data Visualization,Beginner,4.75,37,253909
21090,Pandas for Data Analysis,Pandas,Advanced,4.89,21,383168
21091,ML Algorithms,Machine Learning,Intermediate,3.94,26,152856
21092,PyTorch for Deep Learning,PyTorch,Intermediate,3.64,21,279262
21093,Advanced Python,Python,Beginner,3.58,8,486244
21094,TensorFlow Crash Course,TensorFlow,Intermediate,3.68,22,283894
21095,PyTorch for Deep Learning,PyTorch,Advanced,4.09,31,479528
21096,Linear Algebra Course,Linear Algebra,Intermediate,3.56,24,263608
21097,Statistics for Data Science,Statistics,Beginner,4.26,7,234201
21098,Computer Vision Basics,Computer Vision,Beginner,4.85,2,137484
21099,SQL for Data Science,SQL,Beginner,4.8,30,242410
21100,Numpy Fundamentals,Numpy,Beginner,4.3,36,481882
21101,Pandas for Data Analysis,Pandas,Beginner,4.68,4,29195
21102,Advanced Python,Python,Beginner,4.25,23,137482
21103,Data Visualization with Python,Data Visualization,Intermediate,4.79,25,176909
21104,Numpy Fundamentals,Numpy,Beginner,3.61,37,371374
21105,Linear Algebra Course,Linear Algebra,Beginner,4.74,32,449364
21106,PyTorch for Deep Learning,PyTorch,Beginner,4.86,19,16338
21107,Statistics for Data Science,Statistics,Beginner,3.51,32,357220
21108,Linear Algebra Course,Linear Algebra,Beginner,4.77,6,330807
21109,Python for Data Science,Python,Beginner,4.18,34,478585
21110,ML Algorithms,Machine Learning,Advanced,4.17,27,496020
21111,Neural Networks,Deep Learning,Beginner,4.67,14,42813
21112,Deep Learning Fundamentals,Deep Learning,Intermediate,4.15,17,114496
21113,Data Visualization with Python,Data Visualization,Intermediate,4.97,31,73901
21114,PyTorch for Deep Learning,PyTorch,Intermediate,4.54,38,338455
21115,Machine Learning Intro,Machine Learning,Beginner,3.54,12,476652
21116,Neural Networks,Deep Learning,Intermediate,4.07,3,423334
21117,Linear Algebra Course,Linear Algebra,Advanced,4.32,26,72859
21118,Data Visualization with Python,Data Visualization,Beginner,3.99,12,455578
21119,Machine Learning Intro,Machine Learning,Intermediate,3.95,34,257510
21120,Neural Networks,Deep Learning,Beginner,4.0,14,203598
21121,Numpy Fundamentals,Numpy,Advanced,3.85,21,136575
21122,Numpy Fundamentals,Numpy,Advanced,5.0,13,175461
21123,Linear Algebra Course,Linear Algebra,Beginner,4.38,20,456273
21124,Pandas for Data Analysis,Pandas,Beginner,4.43,9,439920
21125,ML Algorithms,Machine Learning,Intermediate,4.67,3,25477
21126,Data Analysis Course,Data Analysis,Beginner,4.21,25,19902
21127,Data Analysis Course,Data Analysis,Advanced,3.83,17,499019
21128,Linear Algebra Course,Linear Algebra,Beginner,4.61,17,417203
21129,Statistics for Data Science,Statistics,Intermediate,3.53,12,312287
21130,PyTorch for Deep Learning,PyTorch,Beginner,3.7,6,31574
21131,Computer Vision Basics,Computer Vision,Beginner,4.65,34,305831
21132,Probability Course,Probability,Beginner,3.64,28,130390
21133,Natural Language Processing,NLP,Intermediate,3.56,31,164208
21134,PyTorch for Deep Learning,PyTorch,Advanced,4.7,6,435318
21135,Data Visualization with Python,Data Visualization,Beginner,4.47,2,481150
21136,ML Algorithms,Machine Learning,Beginner,4.2,15,407964
21137,Deep Learning Fundamentals,Deep Learning,Beginner,3.83,2,373345
21138,Probability Course,Probability,Intermediate,3.9,8,159617
21139,Data Visualization with Python,Data Visualization,Intermediate,3.58,18,304901
21140,Linear Algebra Course,Linear Algebra,Intermediate,3.78,12,161212
21141,Natural Language Processing,NLP,Advanced,3.54,4,80066
21142,Data Visualization with Python,Data Visualization,Beginner,4.32,38,80834
21143,TensorFlow Crash Course,TensorFlow,Intermediate,4.27,23,8803
21144,Numpy Fundamentals,Numpy,Beginner,4.28,22,40523
21145,Python Basics,Python,Beginner,4.3,34,192180
21146,TensorFlow Crash Course,TensorFlow,Intermediate,3.87,15,97512
21147,Pandas for Data Analysis,Pandas,Advanced,4.57,25,350788
21148,Statistics for Data Science,Statistics,Intermediate,4.71,19,210172
21149,Data Analysis Course,Data Analysis,Beginner,4.15,18,157230
21150,Numpy Fundamentals,Numpy,Beginner,4.71,29,317410
21151,Statistics for Data Science,Statistics,Advanced,4.76,19,180805
21152,Natural Language Processing,NLP,Intermediate,4.01,36,341078
21153,ML Algorithms,Machine Learning,Beginner,3.72,38,315900
21154,Statistics for Data Science,Statistics,Intermediate,4.0,39,392121
21155,Natural Language Processing,NLP,Intermediate,4.43,17,416517
21156,PyTorch for Deep Learning,PyTorch,Intermediate,4.07,20,312930
21157,Numpy Fundamentals,Numpy,Advanced,4.02,18,341135
21158,Advanced Python,Python,Advanced,3.51,14,43922
21159,Computer Vision Basics,Computer Vision,Beginner,3.66,4,158673
21160,Statistics for Data Science,Statistics,Advanced,3.65,14,392672
21161,Natural Language Processing,NLP,Advanced,4.29,31,326830
21162,TensorFlow Crash Course,TensorFlow,Intermediate,3.55,31,330944
21163,TensorFlow Crash Course,TensorFlow,Intermediate,4.11,36,30086
21164,Deep Learning Fundamentals,Deep Learning,Advanced,3.75,13,435021
21165,Python Basics,Python,Advanced,3.91,35,343670
21166,Statistics for Data Science,Statistics,Intermediate,3.62,3,187547
21167,PyTorch for Deep Learning,PyTorch,Beginner,4.53,5,162461
21168,SQL for Data Science,SQL,Intermediate,4.34,26,198630
21169,Pandas for Data Analysis,Pandas,Intermediate,4.49,24,343179
21170,ML Algorithms,Machine Learning,Advanced,4.02,30,464682
21171,Probability Course,Probability,Beginner,3.72,14,400542
21172,Natural Language Processing,NLP,Beginner,4.59,23,326184
21173,Linear Algebra Course,Linear Algebra,Beginner,3.72,22,64381
21174,Natural Language Processing,NLP,Advanced,3.69,29,187790
21175,Probability Course,Probability,Beginner,4.46,10,240733
21176,ML Algorithms,Machine Learning,Beginner,3.93,12,441338
21177,PyTorch for Deep Learning,PyTorch,Advanced,4.76,12,389375
21178,TensorFlow Crash Course,TensorFlow,Advanced,4.27,3,318335
21179,SQL for Data Science,SQL,Intermediate,4.26,5,113850
21180,Probability Course,Probability,Advanced,4.24,28,304861
21181,SQL for Data Science,SQL,Intermediate,3.51,7,284699
21182,TensorFlow Crash Course,TensorFlow,Advanced,4.04,30,223440
21183,Computer Vision Basics,Computer Vision,Beginner,4.07,7,363065
21184,SQL for Data Science,SQL,Intermediate,4.21,16,62643
21185,Numpy Fundamentals,Numpy,Intermediate,3.93,23,317174
21186,TensorFlow Crash Course,TensorFlow,Intermediate,4.38,26,132084
21187,Advanced Python,Python,Advanced,4.52,23,366969
21188,Numpy Fundamentals,Numpy,Advanced,4.24,3,313008
21189,SQL for Data Science,SQL,Beginner,4.35,7,339331
21190,Computer Vision Basics,Computer Vision,Intermediate,4.32,19,458122
21191,Python Basics,Python,Intermediate,4.65,23,39687
21192,Data Visualization with Python,Data Visualization,Intermediate,4.43,32,463747
21193,Numpy Fundamentals,Numpy,Intermediate,4.1,23,404722
21194,Python Basics,Python,Advanced,4.11,9,284926
21195,Probability Course,Probability,Intermediate,3.55,30,233659
21196,Python Basics,Python,Intermediate,4.71,10,244615
21197,ML Algorithms,Machine Learning,Intermediate,3.64,14,48518
21198,Python Basics,Python,Beginner,3.59,18,141940
21199,Neural Networks,Deep Learning,Intermediate,4.85,21,327981
21200,Pandas for Data Analysis,Pandas,Beginner,4.05,23,490179
21201,Python Basics,Python,Advanced,4.22,3,325867
21202,Linear Algebra Course,Linear Algebra,Intermediate,3.73,37,401075
21203,Data Analysis Course,Data Analysis,Intermediate,4.28,32,496279
21204,Statistics for Data Science,Statistics,Beginner,4.69,15,1113
21205,Numpy Fundamentals,Numpy,Advanced,4.27,21,392364
21206,Data Analysis Course,Data Analysis,Advanced,3.95,35,454714
21207,Numpy Fundamentals,Numpy,Beginner,3.81,3,76259
21208,TensorFlow Crash Course,TensorFlow,Beginner,4.76,23,189606
21209,SQL for Data Science,SQL,Beginner,3.64,16,118653
21210,Data Analysis Course,Data Analysis,Beginner,4.08,10,261445
21211,Probability Course,Probability,Advanced,4.61,17,479457
21212,Data Analysis Course,Data Analysis,Advanced,3.62,21,72217
21213,Data Analysis Course,Data Analysis,Beginner,3.92,33,317148
21214,Machine Learning Intro,Machine Learning,Advanced,3.73,32,210094
21215,PyTorch for Deep Learning,PyTorch,Beginner,4.82,40,324848
21216,Data Analysis Course,Data Analysis,Beginner,4.54,10,282931
21217,PyTorch for Deep Learning,PyTorch,Advanced,4.88,39,483392
21218,Linear Algebra Course,Linear Algebra,Intermediate,3.59,33,138344
21219,ML Algorithms,Machine Learning,Intermediate,4.98,7,494144
21220,Numpy Fundamentals,Numpy,Beginner,4.06,20,328184
21221,Data Visualization with Python,Data Visualization,Intermediate,3.79,24,86751
21222,PyTorch for Deep Learning,PyTorch,Intermediate,4.96,20,116491
21223,Linear Algebra Course,Linear Algebra,Advanced,4.26,5,24349
21224,Neural Networks,Deep Learning,Advanced,4.92,14,26776
21225,Machine Learning Intro,Machine Learning,Intermediate,4.22,31,8328
21226,Statistics for Data Science,Statistics,Beginner,4.91,9,497675
21227,Python Basics,Python,Advanced,4.81,40,277768
21228,Pandas for Data Analysis,Pandas,Beginner,3.99,22,379738
21229,Machine Learning Intro,Machine Learning,Intermediate,3.52,16,334848
21230,Machine Learning Intro,Machine Learning,Advanced,3.65,29,244669
21231,Data Visualization with Python,Data Visualization,Beginner,4.87,14,488941
21232,Linear Algebra Course,Linear Algebra,Beginner,4.07,40,261330
21233,TensorFlow Crash Course,TensorFlow,Intermediate,4.9,39,158313
21234,Numpy Fundamentals,Numpy,Intermediate,4.78,32,106777
21235,Numpy Fundamentals,Numpy,Beginner,4.63,17,438276
21236,Computer Vision Basics,Computer Vision,Advanced,3.83,3,279788
21237,SQL for Data Science,SQL,Intermediate,4.89,38,391591
21238,Linear Algebra Course,Linear Algebra,Beginner,4.67,30,318705
21239,SQL for Data Science,SQL,Beginner,3.95,18,343583
21240,Probability Course,Probability,Advanced,4.07,6,162801
21241,Machine Learning Intro,Machine Learning,Advanced,4.11,15,217209
21242,Probability Course,Probability,Intermediate,4.93,9,138585
21243,Probability Course,Probability,Intermediate,3.67,23,177157
21244,Statistics for Data Science,Statistics,Advanced,3.58,3,220541
21245,Linear Algebra Course,Linear Algebra,Intermediate,4.21,15,194526
21246,Advanced Python,Python,Advanced,4.93,36,204773
21247,Numpy Fundamentals,Numpy,Intermediate,3.56,4,430836
21248,Deep Learning Fundamentals,Deep Learning,Intermediate,3.64,34,360893
21249,ML Algorithms,Machine Learning,Advanced,4.0,40,192057
21250,Natural Language Processing,NLP,Intermediate,4.66,2,152570
21251,Data Visualization with Python,Data Visualization,Beginner,4.27,37,433124
21252,TensorFlow Crash Course,TensorFlow,Intermediate,3.98,17,486153
21253,Neural Networks,Deep Learning,Beginner,3.92,37,132730
21254,Neural Networks,Deep Learning,Advanced,4.5,34,105731
21255,Linear Algebra Course,Linear Algebra,Intermediate,3.59,15,382281
21256,Computer Vision Basics,Computer Vision,Beginner,4.04,21,25017
21257,Deep Learning Fundamentals,Deep Learning,Beginner,4.67,24,409204
21258,Natural Language Processing,NLP,Intermediate,4.9,39,134907
21259,Linear Algebra Course,Linear Algebra,Beginner,4.05,15,127437
21260,Probability Course,Probability,Intermediate,4.41,23,389312
21261,Python Basics,Python,Beginner,4.98,29,435248
21262,Probability Course,Probability,Intermediate,4.95,33,383433
21263,TensorFlow Crash Course,TensorFlow,Advanced,4.24,37,40303
21264,PyTorch for Deep Learning,PyTorch,Intermediate,4.58,14,139530
21265,Numpy Fundamentals,Numpy,Intermediate,4.58,17,274158
21266,Numpy Fundamentals,Numpy,Intermediate,4.9,6,465676
21267,Pandas for Data Analysis,Pandas,Intermediate,4.64,27,279716
21268,Data Analysis Course,Data Analysis,Advanced,3.61,23,343495
21269,Data Visualization with Python,Data Visualization,Advanced,4.76,24,117365
21270,Data Analysis Course,Data Analysis,Beginner,4.86,36,199476
21271,Pandas for Data Analysis,Pandas,Beginner,4.84,5,398341
21272,Data Analysis Course,Data Analysis,Beginner,4.55,34,374559
21273,PyTorch for Deep Learning,PyTorch,Beginner,4.14,26,317012
21274,Pandas for Data Analysis,Pandas,Beginner,3.63,11,257880
21275,Python for Data Science,Python,Intermediate,4.91,14,415276
21276,Pandas for Data Analysis,Pandas,Intermediate,4.81,34,81320
21277,Statistics for Data Science,Statistics,Advanced,3.65,40,297529
21278,Natural Language Processing,NLP,Beginner,4.75,8,473392
21279,Linear Algebra Course,Linear Algebra,Intermediate,4.87,27,129749
21280,Computer Vision Basics,Computer Vision,Intermediate,4.75,13,303394
21281,SQL for Data Science,SQL,Advanced,4.23,28,457328
21282,TensorFlow Crash Course,TensorFlow,Advanced,3.66,14,350224
21283,Linear Algebra Course,Linear Algebra,Advanced,3.61,8,496100
21284,PyTorch for Deep Learning,PyTorch,Advanced,4.37,10,459217
21285,Data Analysis Course,Data Analysis,Beginner,4.61,35,132723
21286,Data Analysis Course,Data Analysis,Intermediate,4.74,6,266283
21287,Pandas for Data Analysis,Pandas,Advanced,4.4,20,445138
21288,Linear Algebra Course,Linear Algebra,Beginner,4.63,19,231450
21289,Data Analysis Course,Data Analysis,Beginner,4.87,25,344553
21290,Computer Vision Basics,Computer Vision,Advanced,3.69,23,73293
21291,Data Visualization with Python,Data Visualization,Beginner,4.45,20,199041
21292,Statistics for Data Science,Statistics,Advanced,4.38,31,44565
21293,Python Basics,Python,Advanced,3.59,27,254307
21294,Computer Vision Basics,Computer Vision,Beginner,3.76,9,473701
21295,SQL for Data Science,SQL,Advanced,3.83,20,206218
21296,PyTorch for Deep Learning,PyTorch,Intermediate,3.91,3,125736
21297,Pandas for Data Analysis,Pandas,Beginner,4.23,30,342042
21298,Linear Algebra Course,Linear Algebra,Intermediate,4.16,30,327219
21299,Statistics for Data Science,Statistics,Beginner,4.04,18,250124
21300,Pandas for Data Analysis,Pandas,Intermediate,4.37,12,86543
21301,Data Visualization with Python,Data Visualization,Beginner,3.54,16,46590
21302,Linear Algebra Course,Linear Algebra,Beginner,3.84,20,89958
21303,TensorFlow Crash Course,TensorFlow,Beginner,3.56,9,335932
21304,TensorFlow Crash Course,TensorFlow,Advanced,4.22,38,266576
21305,Machine Learning Intro,Machine Learning,Intermediate,4.68,30,11970
21306,Neural Networks,Deep Learning,Advanced,3.67,25,318076
21307,Data Analysis Course,Data Analysis,Advanced,4.39,30,89990
21308,Linear Algebra Course,Linear Algebra,Intermediate,4.18,34,376090
21309,Data Analysis Course,Data Analysis,Beginner,4.69,25,85527
21310,Computer Vision Basics,Computer Vision,Advanced,3.74,34,199426
21311,SQL for Data Science,SQL,Advanced,4.7,31,202984
21312,Statistics for Data Science,Statistics,Advanced,3.83,8,473020
21313,TensorFlow Crash Course,TensorFlow,Intermediate,4.9,22,275345
21314,Data Analysis Course,Data Analysis,Beginner,4.49,35,25657
21315,Neural Networks,Deep Learning,Intermediate,4.75,33,131762
21316,PyTorch for Deep Learning,PyTorch,Advanced,4.9,33,3424
21317,SQL for Data Science,SQL,Advanced,4.03,28,107156
21318,Computer Vision Basics,Computer Vision,Advanced,3.83,22,486199
21319,Statistics for Data Science,Statistics,Advanced,3.52,21,353993
21320,Pandas for Data Analysis,Pandas,Beginner,4.25,34,70887
21321,Machine Learning Intro,Machine Learning,Advanced,4.05,2,399419
21322,Python Basics,Python,Advanced,4.49,14,61174
21323,Deep Learning Fundamentals,Deep Learning,Intermediate,4.64,37,199997
21324,Data Visualization with Python,Data Visualization,Advanced,3.54,33,491077
21325,Computer Vision Basics,Computer Vision,Advanced,4.42,25,370210
21326,TensorFlow Crash Course,TensorFlow,Beginner,4.66,27,111662
21327,ML Algorithms,Machine Learning,Advanced,4.9,20,431466
21328,PyTorch for Deep Learning,PyTorch,Beginner,4.93,24,258199
21329,Python Basics,Python,Intermediate,3.66,27,149724
21330,Pandas for Data Analysis,Pandas,Beginner,4.52,34,148149
21331,Data Visualization with Python,Data Visualization,Advanced,3.75,5,178620
21332,SQL for Data Science,SQL,Intermediate,4.13,38,84912
21333,Linear Algebra Course,Linear Algebra,Advanced,3.95,4,442256
21334,Computer Vision Basics,Computer Vision,Beginner,4.53,32,477184
21335,Numpy Fundamentals,Numpy,Advanced,4.79,3,21467
21336,SQL for Data Science,SQL,Intermediate,4.11,3,193777
21337,Linear Algebra Course,Linear Algebra,Intermediate,4.99,8,454648
21338,Machine Learning Intro,Machine Learning,Intermediate,4.49,6,496031
21339,Data Analysis Course,Data Analysis,Beginner,4.9,31,76492
21340,Machine Learning Intro,Machine Learning,Advanced,3.84,11,21864
21341,Advanced Python,Python,Intermediate,3.6,27,329633
21342,Linear Algebra Course,Linear Algebra,Beginner,3.67,29,28578
21343,Machine Learning Intro,Machine Learning,Intermediate,4.62,28,224722
21344,PyTorch for Deep Learning,PyTorch,Advanced,3.52,19,199427
21345,Natural Language Processing,NLP,Beginner,4.82,26,232908
21346,Linear Algebra Course,Linear Algebra,Advanced,3.98,28,334330
21347,Pandas for Data Analysis,Pandas,Advanced,4.37,20,440657
21348,Computer Vision Basics,Computer Vision,Advanced,4.77,16,223566
21349,PyTorch for Deep Learning,PyTorch,Beginner,3.8,8,350924
21350,SQL for Data Science,SQL,Advanced,3.71,26,75871
21351,Linear Algebra Course,Linear Algebra,Intermediate,3.97,4,378539
21352,SQL for Data Science,SQL,Beginner,4.51,7,209161
21353,ML Algorithms,Machine Learning,Advanced,4.1,32,157359
21354,Linear Algebra Course,Linear Algebra,Beginner,4.38,26,449142
21355,SQL for Data Science,SQL,Advanced,4.69,16,22971
21356,Neural Networks,Deep Learning,Beginner,4.45,6,277258
21357,Natural Language Processing,NLP,Intermediate,4.96,35,225623
21358,Statistics for Data Science,Statistics,Beginner,4.08,8,329238
21359,Numpy Fundamentals,Numpy,Beginner,4.79,34,362616
21360,Advanced Python,Python,Beginner,4.73,4,314261
21361,Probability Course,Probability,Intermediate,4.04,38,287482
21362,Python for Data Science,Python,Intermediate,3.64,28,278117
21363,PyTorch for Deep Learning,PyTorch,Advanced,3.83,18,396661
21364,TensorFlow Crash Course,TensorFlow,Advanced,3.72,40,310714
21365,Data Visualization with Python,Data Visualization,Advanced,3.97,22,485246
21366,PyTorch for Deep Learning,PyTorch,Intermediate,4.48,6,435737
21367,Statistics for Data Science,Statistics,Advanced,3.52,5,199575
