course_id,course_name,skill,difficulty,rating,duration_hours
4425,Python Basics,Numpy,Beginner,4.59,23
4426,Numpy Fundamentals,NLP,Advanced,4.04,2
4427,Deep Learning Fundamentals,PyTorch,Intermediate,4.15,22
4428,Computer Vision Basics,Computer Vision,Advanced,4.29,12
4429,SQL for Data Science,NLP,Advanced,3.02,23
4430,Deep Learning Fundamentals,SQL,Intermediate,4.6,12
4431,Machine Learning Intro,Data Visualization,Intermediate,4.03,33
4432,SQL for Data Science,Deep Learning,Advanced,3.41,36
4433,Neural Networks,Numpy,Advanced,4.5,17
4434,Python Basics,Numpy,Beginner,4.44,17
4435,Python Basics,Computer Vision,Intermediate,4.9,6
4436,Machine Learning Intro,Pandas,Advanced,3.4,34
4437,Numpy Fundamentals,PyTorch,Intermediate,4.04,14
4438,TensorFlow Crash Course,Computer Vision,Beginner,3.83,26
4439,Numpy Fundamentals,TensorFlow,Beginner,3.15,11
4440,Pandas for Data Analysis,SQL,Intermediate,3.94,14
4441,Computer Vision Basics,SQL,Advanced,3.15,35
4442,Numpy Fundamentals,SQL,Advanced,4.82,29
4443,Machine Learning Intro,SQL,Beginner,3.24,33
4444,TensorFlow Crash Course,Data Visualization,Beginner,4.82,9
4445,TensorFlow Crash Course,Python,Intermediate,4.65,16
4446,Statistics for Data Science,Computer Vision,Advanced,3.82,18
4447,TensorFlow Crash Course,PyTorch,Intermediate,3.98,29
4448,Natural Language Processing,NLP,Intermediate,4.81,27
4449,TensorFlow Crash Course,Computer Vision,Intermediate,4.65,9
4450,Statistics for Data Science,Computer Vision,Intermediate,3.61,14
4451,Deep Learning Fundamentals,Linear Algebra,Beginner,4.83,18
4452,Deep Learning Fundamentals,Machine Learning,Intermediate,4.81,5
4453,Statistics for Data Science,PyTorch,Beginner,4.64,11
4454,SQL for Data Science,PyTorch,Intermediate,4.49,34
4455,Statistics for Data Science,NLP,Advanced,3.38,2
4456,SQL for Data Science,Python,Intermediate,4.59,7
4457,PyTorch for Deep Learning,Computer Vision,Advanced,3.75,26
4458,Natural Language Processing,Numpy,Intermediate,3.25,5
4459,PyTorch for Deep Learning,Computer Vision,Advanced,4.2,21
4460,Python Basics,Data Analysis,Intermediate,3.76,22
4461,Machine Learning Intro,Deep Learning,Beginner,4.65,23
4462,Natural Language Processing,Python,Advanced,3.15,30
4463,Advanced Python,SQL,Advanced,3.65,16
4464,Machine Learning Intro,TensorFlow,Intermediate,3.11,21
4465,Computer Vision Basics,Numpy,Intermediate,4.92,15
4466,Python Basics,Numpy,Intermediate,3.41,22
4467,Neural Networks,PyTorch,Intermediate,4.93,11
4468,Numpy Fundamentals,Numpy,Intermediate,4.13,12
4469,Advanced Python,NLP,Advanced,4.2,32
4470,Python Basics,NLP,Beginner,3.25,28
4471,Numpy Fundamentals,Machine Learning,Intermediate,3.31,20
4472,Deep Learning Fundamentals,NLP,Beginner,3.23,35
4473,SQL for Data Science,Linear Algebra,Beginner,4.92,8
4474,Machine Learning Intro,Linear Algebra,Beginner,3.76,37
4475,Statistics for Data Science,PyTorch,Advanced,3.63,38
4476,Pandas for Data Analysis,NLP,Advanced,3.35,21
4477,Neural Networks,TensorFlow,Advanced,3.09,6
4478,Natural Language Processing,NLP,Beginner,4.5,30
4479,Neural Networks,TensorFlow,Intermediate,3.9,11
4480,TensorFlow Crash Course,SQL,Beginner,3.02,37
4481,PyTorch for Deep Learning,Data Analysis,Intermediate,3.31,17
4482,Natural Language Processing,Data Visualization,Advanced,3.91,20
4483,Statistics for Data Science,Pandas,Beginner,3.9,15
4484,Computer Vision Basics,SQL,Beginner,3.96,32
4485,PyTorch for Deep Learning,TensorFlow,Intermediate,3.7,13
4486,TensorFlow Crash Course,Pandas,Beginner,4.82,15
4487,Deep Learning Fundamentals,PyTorch,Beginner,4.73,27
4488,Machine Learning Intro,Deep Learning,Advanced,3.93,4
4489,Advanced Python,Linear Algebra,Intermediate,4.88,34
4490,Pandas for Data Analysis,Numpy,Intermediate,3.7,2
4491,TensorFlow Crash Course,Data Visualization,Beginner,4.76,7
4492,PyTorch for Deep Learning,SQL,Intermediate,3.2,17
4493,Data Visualization with Python,Numpy,Advanced,3.06,15
4494,PyTorch for Deep Learning,Statistics,Beginner,3.51,34
4495,Computer Vision Basics,PyTorch,Beginner,3.16,2
4496,Data Visualization with Python,Data Analysis,Advanced,4.27,35
4497,Neural Networks,Data Visualization,Intermediate,4.86,2
4498,Neural Networks,NLP,Beginner,3.35,40
4499,Machine Learning Intro,PyTorch,Intermediate,3.87,11
4500,Deep Learning Fundamentals,PyTorch,Advanced,3.74,6
4501,Natural Language Processing,Linear Algebra,Intermediate,4.83,10
4502,Advanced Python,Statistics,Intermediate,4.58,3
4503,Data Visualization with Python,Data Visualization,Intermediate,4.37,26
4504,Neural Networks,SQL,Advanced,3.15,25
4505,Machine Learning Intro,PyTorch,Advanced,4.41,35
4506,Statistics for Data Science,SQL,Intermediate,3.67,35
4507,PyTorch for Deep Learning,Linear Algebra,Advanced,3.1,16
4508,Neural Networks,NLP,Beginner,3.85,28
4509,TensorFlow Crash Course,Linear Algebra,Intermediate,3.78,23
4510,Statistics for Data Science,TensorFlow,Intermediate,4.94,4
4511,Machine Learning Intro,Data Analysis,Advanced,3.09,14
4512,Machine Learning Intro,Python,Intermediate,3.15,16
4513,Neural Networks,Numpy,Advanced,4.17,8
4514,TensorFlow Crash Course,Linear Algebra,Intermediate,5.0,36
4515,Deep Learning Fundamentals,Linear Algebra,Beginner,3.42,13
4516,TensorFlow Crash Course,Statistics,Advanced,4.13,3
4517,Data Visualization with Python,Data Visualization,Intermediate,4.13,15
4518,TensorFlow Crash Course,Deep Learning,Advanced,3.21,12
4519,Statistics for Data Science,Numpy,Beginner,4.04,40
4520,Statistics for Data Science,TensorFlow,Beginner,3.09,33
4521,Advanced Python,Deep Learning,Intermediate,3.84,32
4522,SQL for Data Science,Data Visualization,Beginner,4.02,25
4523,Advanced Python,PyTorch,Advanced,4.04,38
4524,Numpy Fundamentals,Python,Beginner,4.24,36
4525,Data Visualization with Python,Machine Learning,Beginner,3.9,22
4526,Python Basics,SQL,Advanced,4.02,17
4527,Machine Learning Intro,TensorFlow,Intermediate,4.36,10
4528,Machine Learning Intro,Computer Vision,Beginner,3.6,13
4529,Neural Networks,Pandas,Intermediate,3.29,7
4530,SQL for Data Science,Statistics,Beginner,4.6,20
4531,Deep Learning Fundamentals,Python,Intermediate,3.63,16
4532,Neural Networks,Machine Learning,Advanced,3.6,19
4533,SQL for Data Science,Data Visualization,Intermediate,4.0,10
4534,Machine Learning Intro,Deep Learning,Advanced,3.84,20
4535,Numpy Fundamentals,Computer Vision,Beginner,3.65,22
4536,Statistics for Data Science,Python,Advanced,4.59,13
4537,Advanced Python,Deep Learning,Beginner,4.34,38
4538,Numpy Fundamentals,Machine Learning,Intermediate,4.31,29
4539,Natural Language Processing,Deep Learning,Intermediate,3.92,30
4540,Neural Networks,Data Analysis,Advanced,3.18,29
4541,Data Visualization with Python,Computer Vision,Advanced,3.76,7
4542,TensorFlow Crash Course,Python,Intermediate,3.37,3
4543,Statistics for Data Science,Python,Beginner,4.6,32
4544,Neural Networks,SQL,Intermediate,4.9,32
4545,Neural Networks,NLP,Intermediate,4.59,19
4546,SQL for Data Science,Linear Algebra,Beginner,4.42,22
4547,Data Visualization with Python,Data Analysis,Beginner,4.44,24
4548,Deep Learning Fundamentals,Numpy,Advanced,3.85,21
4549,Advanced Python,Data Analysis,Intermediate,3.47,5
4550,Computer Vision Basics,Deep Learning,Beginner,4.07,6
4551,SQL for Data Science,PyTorch,Intermediate,4.9,16
4552,Computer Vision Basics,NLP,Advanced,4.66,20
4553,Neural Networks,NLP,Intermediate,3.49,9
4554,TensorFlow Crash Course,Data Visualization,Beginner,3.2,39
4555,Advanced Python,Computer Vision,Intermediate,3.12,36
4556,Statistics for Data Science,Python,Beginner,4.59,2
4557,Neural Networks,NLP,Beginner,4.62,5
4558,Deep Learning Fundamentals,TensorFlow,Advanced,3.44,14
4559,Statistics for Data Science,Python,Beginner,4.13,9
4560,Pandas for Data Analysis,Data Visualization,Beginner,4.24,20
4561,Statistics for Data Science,Data Visualization,Intermediate,3.07,18
4562,Neural Networks,Linear Algebra,Intermediate,4.75,19
4563,Machine Learning Intro,NLP,Beginner,3.98,20
4564,TensorFlow Crash Course,Numpy,Advanced,3.83,7
4565,Numpy Fundamentals,Numpy,Intermediate,3.21,2
4566,SQL for Data Science,Linear Algebra,Advanced,4.35,2
4567,Machine Learning Intro,NLP,Beginner,4.35,15
4568,Natural Language Processing,Deep Learning,Intermediate,4.95,27
4569,Data Visualization with Python,PyTorch,Beginner,4.69,30
4570,Python Basics,Pandas,Advanced,4.87,9
4571,Natural Language Processing,TensorFlow,Intermediate,3.81,6
4572,SQL for Data Science,Deep Learning,Beginner,4.24,24
4573,Advanced Python,Pandas,Beginner,3.92,31
4574,Machine Learning Intro,Linear Algebra,Beginner,3.74,5
4575,Natural Language Processing,Data Visualization,Beginner,3.96,18
4576,Pandas for Data Analysis,PyTorch,Intermediate,3.02,31
4577,TensorFlow Crash Course,Data Visualization,Beginner,4.28,16
4578,Python Basics,Data Visualization,Intermediate,3.1,2
4579,Computer Vision Basics,Statistics,Intermediate,3.51,36
4580,PyTorch for Deep Learning,Computer Vision,Advanced,3.04,33
4581,Statistics for Data Science,Data Analysis,Advanced,3.24,25
4582,Neural Networks,Numpy,Advanced,4.05,24
4583,Statistics for Data Science,Machine Learning,Intermediate,4.54,27
4584,Advanced Python,PyTorch,Beginner,3.21,23
4585,SQL for Data Science,Numpy,Beginner,3.1,35
4586,PyTorch for Deep Learning,SQL,Advanced,3.36,40
4587,TensorFlow Crash Course,Numpy,Intermediate,4.42,39
4588,Neural Networks,Statistics,Beginner,4.65,28
4589,Numpy Fundamentals,Deep Learning,Advanced,4.71,12
4590,Machine Learning Intro,Data Visualization,Intermediate,3.09,25
4591,Data Visualization with Python,Computer Vision,Intermediate,3.72,26
4592,TensorFlow Crash Course,PyTorch,Intermediate,4.02,17
4593,Numpy Fundamentals,Computer Vision,Beginner,3.33,2
4594,SQL for Data Science,PyTorch,Advanced,4.44,35
4595,Advanced Python,Computer Vision,Advanced,4.68,29
4596,SQL for Data Science,TensorFlow,Intermediate,4.74,21
4597,PyTorch for Deep Learning,Pandas,Beginner,4.14,28
4598,PyTorch for Deep Learning,Statistics,Advanced,3.63,29
4599,Natural Language Processing,Statistics,Beginner,4.41,22
4600,Neural Networks,Machine Learning,Beginner,3.94,13
4601,Computer Vision Basics,SQL,Intermediate,4.5,24
4602,SQL for Data Science,Pandas,Beginner,4.53,14
4603,SQL for Data Science,Python,Intermediate,4.4,14
4604,Deep Learning Fundamentals,Data Visualization,Advanced,3.49,2
4605,Deep Learning Fundamentals,Pandas,Advanced,4.26,13
4606,Deep Learning Fundamentals,Statistics,Advanced,4.17,31
4607,Data Visualization with Python,Linear Algebra,Advanced,4.92,23
4608,Pandas for Data Analysis,Computer Vision,Intermediate,4.19,2
4609,Python Basics,Numpy,Beginner,4.0,26
4610,SQL for Data Science,Data Analysis,Beginner,3.93,35
4611,Python Basics,TensorFlow,Beginner,4.18,9
4612,PyTorch for Deep Learning,Numpy,Advanced,3.61,21
4613,Machine Learning Intro,NLP,Beginner,4.83,14
4614,Python Basics,Statistics,Advanced,4.29,36
4615,Deep Learning Fundamentals,SQL,Beginner,3.25,27
4616,Statistics for Data Science,Statistics,Advanced,3.41,22
4617,Advanced Python,Statistics,Advanced,4.65,23
4618,Data Visualization with Python,Pandas,Advanced,4.93,35
4619,Natural Language Processing,NLP,Advanced,3.24,21
4620,Machine Learning Intro,TensorFlow,Advanced,3.25,22
4621,Pandas for Data Analysis,Data Visualization,Intermediate,4.41,14
4622,Deep Learning Fundamentals,SQL,Intermediate,4.18,30
4623,Neural Networks,PyTorch,Beginner,3.63,35
4624,Computer Vision Basics,Data Visualization,Advanced,3.22,37
4625,Advanced Python,SQL,Beginner,4.31,38
4626,TensorFlow Crash Course,Deep Learning,Intermediate,4.88,23
4627,Neural Networks,Machine Learning,Advanced,4.47,17
4628,Computer Vision Basics,Data Visualization,Advanced,4.05,3
4629,Advanced Python,Computer Vision,Beginner,3.1,5
4630,Machine Learning Intro,Data Visualization,Intermediate,4.01,30
4631,Statistics for Data Science,PyTorch,Intermediate,4.65,24
4632,Machine Learning Intro,Statistics,Intermediate,4.65,32
4633,Computer Vision Basics,Data Visualization,Intermediate,4.8,35
4634,Python Basics,Machine Learning,Advanced,3.68,8
4635,Advanced Python,Python,Advanced,4.44,40
4636,Data Visualization with Python,Linear Algebra,Intermediate,3.84,28
4637,Natural Language Processing,NLP,Advanced,3.16,5
4638,Neural Networks,SQL,Advanced,3.21,16
4639,Neural Networks,Numpy,Beginner,4.48,22
4640,PyTorch for Deep Learning,Computer Vision,Intermediate,4.83,27
4641,Python Basics,Pandas,Beginner,4.83,24
4642,Deep Learning Fundamentals,PyTorch,Beginner,4.21,29
4643,TensorFlow Crash Course,Deep Learning,Beginner,4.5,21
4644,Advanced Python,Pandas,Beginner,3.04,22
4645,Machine Learning Intro,Deep Learning,Intermediate,3.67,13
4646,Neural Networks,Computer Vision,Advanced,3.39,29
4647,PyTorch for Deep Learning,Machine Learning,Beginner,3.77,28
4648,Numpy Fundamentals,Computer Vision,Advanced,4.8,24
4649,Pandas for Data Analysis,Linear Algebra,Advanced,4.37,26
4650,SQL for Data Science,Deep Learning,Beginner,3.79,3
4651,PyTorch for Deep Learning,Data Analysis,Advanced,4.59,11
4652,Pandas for Data Analysis,SQL,Advanced,3.75,40
4653,Machine Learning Intro,TensorFlow,Beginner,4.8,11
4654,SQL for Data Science,Computer Vision,Beginner,4.29,20
4655,SQL for Data Science,Pandas,Advanced,3.34,15
4656,Data Visualization with Python,Statistics,Intermediate,3.6,17
4657,Machine Learning Intro,Linear Algebra,Beginner,4.47,23
4658,PyTorch for Deep Learning,NLP,Beginner,4.1,8
4659,Natural Language Processing,NLP,Intermediate,4.45,27
4660,Data Visualization with Python,Statistics,Beginner,3.44,14
4661,Data Visualization with Python,Statistics,Beginner,4.11,7
4662,Numpy Fundamentals,NLP,Advanced,3.93,32
4663,Natural Language Processing,SQL,Beginner,4.07,12
4664,TensorFlow Crash Course,PyTorch,Advanced,4.88,13
4665,Numpy Fundamentals,Machine Learning,Intermediate,3.42,6
4666,Numpy Fundamentals,Pandas,Advanced,4.89,36
4667,SQL for Data Science,Data Visualization,Advanced,3.32,20
4668,PyTorch for Deep Learning,Data Analysis,Advanced,4.52,11
4669,TensorFlow Crash Course,Deep Learning,Intermediate,3.42,4
4670,Neural Networks,SQL,Beginner,3.91,26
4671,SQL for Data Science,Statistics,Intermediate,4.4,15
4672,SQL for Data Science,Numpy,Advanced,4.7,29
4673,TensorFlow Crash Course,Numpy,Intermediate,4.67,4
4674,SQL for Data Science,PyTorch,Intermediate,4.47,38
4675,Deep Learning Fundamentals,Pandas,Intermediate,3.91,36
4676,Statistics for Data Science,Deep Learning,Advanced,3.78,28
4677,Natural Language Processing,SQL,Beginner,3.44,3
4678,Machine Learning Intro,Data Visualization,Advanced,4.19,10
4679,Data Visualization with Python,NLP,Intermediate,4.84,11
4680,Pandas for Data Analysis,Machine Learning,Beginner,3.48,3
4681,Neural Networks,SQL,Intermediate,4.81,9
4682,Neural Networks,Python,Beginner,3.87,28
4683,Neural Networks,TensorFlow,Advanced,3.98,34
4684,Machine Learning Intro,Data Visualization,Intermediate,3.88,15
4685,Pandas for Data Analysis,NLP,Beginner,4.08,22
4686,TensorFlow Crash Course,TensorFlow,Intermediate,3.65,23
4687,Natural Language Processing,Data Visualization,Beginner,3.53,27
4688,Statistics for Data Science,Pandas,Beginner,4.63,13
4689,Computer Vision Basics,Machine Learning,Advanced,3.64,12
4690,Machine Learning Intro,SQL,Advanced,4.16,31
4691,Natural Language Processing,Linear Algebra,Intermediate,3.72,11
4692,Computer Vision Basics,Linear Algebra,Advanced,4.22,23
4693,Numpy Fundamentals,Statistics,Advanced,4.5,38
4694,Advanced Python,Statistics,Intermediate,4.99,20
4695,TensorFlow Crash Course,SQL,Intermediate,3.45,17
4696,Machine Learning Intro,Data Analysis,Beginner,4.02,35
4697,Python Basics,Pandas,Intermediate,4.84,13
4698,Statistics for Data Science,Python,Advanced,4.44,4
4699,SQL for Data Science,Numpy,Beginner,3.46,37
4700,PyTorch for Deep Learning,Data Analysis,Intermediate,4.96,17
4701,Advanced Python,Python,Beginner,4.5,12
4702,Numpy Fundamentals,Python,Intermediate,3.67,33
4703,Deep Learning Fundamentals,TensorFlow,Advanced,4.18,6
4704,Statistics for Data Science,PyTorch,Beginner,4.94,7
4705,Statistics for Data Science,Computer Vision,Advanced,3.79,10
4706,Natural Language Processing,Numpy,Advanced,3.63,27
4707,Machine Learning Intro,Computer Vision,Advanced,4.44,37
4708,Machine Learning Intro,Machine Learning,Intermediate,3.36,39
4709,Neural Networks,NLP,Advanced,3.61,34
4710,Natural Language Processing,Data Visualization,Advanced,4.61,11
4711,Numpy Fundamentals,Python,Advanced,4.89,6
4712,Numpy Fundamentals,TensorFlow,Beginner,4.64,24
4713,Computer Vision Basics,NLP,Intermediate,3.2,35
4714,Advanced Python,Computer Vision,Advanced,3.13,24
4715,Neural Networks,Pandas,Beginner,3.47,3
4716,Python Basics,Data Visualization,Beginner,3.07,31
4717,SQL for Data Science,Linear Algebra,Intermediate,4.59,38
4718,Machine Learning Intro,Linear Algebra,Intermediate,3.95,30
4719,Computer Vision Basics,Deep Learning,Advanced,3.56,10
4720,Pandas for Data Analysis,Numpy,Advanced,3.21,6
4721,Pandas for Data Analysis,Data Analysis,Beginner,4.14,29
4722,Computer Vision Basics,Statistics,Intermediate,4.18,16
4723,Numpy Fundamentals,Computer Vision,Beginner,3.28,22
4724,PyTorch for Deep Learning,PyTorch,Intermediate,4.8,35
4725,TensorFlow Crash Course,Data Visualization,Intermediate,3.49,19
4726,Deep Learning Fundamentals,TensorFlow,Advanced,3.65,25
4727,Deep Learning Fundamentals,Computer Vision,Intermediate,4.72,24
4728,Natural Language Processing,PyTorch,Beginner,4.89,28
4729,Computer Vision Basics,Deep Learning,Intermediate,3.3,35
4730,SQL for Data Science,SQL,Beginner,3.78,16
4731,Data Visualization with Python,PyTorch,Intermediate,4.56,9
4732,SQL for Data Science,Linear Algebra,Beginner,4.41,24
4733,Computer Vision Basics,Computer Vision,Intermediate,3.16,38
4734,Numpy Fundamentals,Statistics,Beginner,3.51,6
4735,Natural Language Processing,PyTorch,Beginner,3.83,3
4736,Computer Vision Basics,Statistics,Beginner,3.16,13
4737,Advanced Python,Linear Algebra,Intermediate,3.5,22
4738,Machine Learning Intro,PyTorch,Intermediate,3.98,11
4739,Data Visualization with Python,PyTorch,Intermediate,3.13,3
4740,Deep Learning Fundamentals,Data Analysis,Advanced,3.99,8
4741,Computer Vision Basics,Machine Learning,Intermediate,4.99,6
4742,Natural Language Processing,TensorFlow,Advanced,3.77,10
4743,Numpy Fundamentals,Statistics,Advanced,3.56,4
4744,Natural Language Processing,Machine Learning,Advanced,3.14,15
4745,Python Basics,Numpy,Beginner,3.02,13
4746,Neural Networks,Deep Learning,Intermediate,3.04,19
4747,Pandas for Data Analysis,NLP,Advanced,4.78,33
4748,Pandas for Data Analysis,Numpy,Intermediate,3.59,32
4749,Machine Learning Intro,Python,Advanced,3.24,38
4750,Computer Vision Basics,Python,Intermediate,3.49,32
4751,Natural Language Processing,Statistics,Beginner,3.82,10
4752,Numpy Fundamentals,Machine Learning,Intermediate,4.14,9
4753,Neural Networks,Numpy,Advanced,4.6,25
4754,Numpy Fundamentals,Python,Intermediate,4.92,10
4755,TensorFlow Crash Course,Data Analysis,Advanced,4.54,8
4756,Neural Networks,Pandas,Intermediate,4.57,28
4757,Data Visualization with Python,TensorFlow,Beginner,3.07,2
4758,Machine Learning Intro,Statistics,Advanced,3.42,40
4759,SQL for Data Science,Data Visualization,Intermediate,3.03,39
4760,Machine Learning Intro,NLP,Beginner,4.9,25
4761,Numpy Fundamentals,Pandas,Advanced,4.82,16
4762,Natural Language Processing,TensorFlow,Beginner,4.8,13
4763,Statistics for Data Science,Machine Learning,Intermediate,3.7,2
4764,SQL for Data Science,Pandas,Advanced,4.95,35
4765,SQL for Data Science,Numpy,Intermediate,3.53,26
4766,PyTorch for Deep Learning,TensorFlow,Advanced,3.15,5
4767,Neural Networks,Data Visualization,Advanced,4.46,16
4768,Data Visualization with Python,NLP,Advanced,3.13,24
4769,Numpy Fundamentals,Python,Beginner,3.08,15
4770,Deep Learning Fundamentals,Linear Algebra,Advanced,3.3,17
4771,Advanced Python,Data Visualization,Intermediate,4.87,14
4772,TensorFlow Crash Course,Numpy,Beginner,3.02,5
4773,Statistics for Data Science,Deep Learning,Advanced,3.41,32
4774,Machine Learning Intro,Machine Learning,Intermediate,4.04,16
4775,Machine Learning Intro,Pandas,Intermediate,4.65,37
4776,Deep Learning Fundamentals,Computer Vision,Beginner,4.61,2
4777,Pandas for Data Analysis,PyTorch,Intermediate,4.25,17
4778,Data Visualization with Python,Data Analysis,Advanced,4.25,16
4779,TensorFlow Crash Course,PyTorch,Advanced,3.13,10
4780,TensorFlow Crash Course,NLP,Intermediate,4.3,38
4781,Numpy Fundamentals,Computer Vision,Advanced,3.06,22
4782,Data Visualization with Python,Linear Algebra,Advanced,4.85,20
4783,Pandas for Data Analysis,NLP,Beginner,4.98,8
4784,PyTorch for Deep Learning,SQL,Intermediate,4.53,11
4785,Data Visualization with Python,Statistics,Advanced,3.89,34
4786,Numpy Fundamentals,PyTorch,Advanced,3.05,17
4787,Numpy Fundamentals,SQL,Intermediate,3.7,21
4788,Python Basics,Python,Intermediate,3.15,28
4789,TensorFlow Crash Course,Linear Algebra,Intermediate,3.88,7
4790,Neural Networks,Data Analysis,Beginner,3.06,20
4791,Pandas for Data Analysis,NLP,Intermediate,3.37,31
4792,Advanced Python,Deep Learning,Advanced,4.59,30
4793,Statistics for Data Science,NLP,Beginner,4.05,31
4794,PyTorch for Deep Learning,Numpy,Advanced,4.93,37
4795,TensorFlow Crash Course,Pandas,Advanced,3.78,4
4796,Deep Learning Fundamentals,Computer Vision,Advanced,4.95,11
4797,Neural Networks,Computer Vision,Beginner,3.68,32
4798,Python Basics,PyTorch,Intermediate,4.41,25
4799,Pandas for Data Analysis,NLP,Intermediate,4.04,4
4800,Neural Networks,TensorFlow,Intermediate,3.83,3
4801,Neural Networks,Computer Vision,Intermediate,3.84,17
4802,Computer Vision Basics,NLP,Advanced,4.69,11
4803,Natural Language Processing,Data Analysis,Advanced,4.33,35
4804,Deep Learning Fundamentals,Linear Algebra,Beginner,4.71,4
4805,Statistics for Data Science,NLP,Advanced,3.74,38
4806,Deep Learning Fundamentals,Statistics,Advanced,3.09,22
4807,Pandas for Data Analysis,Python,Advanced,3.98,33
4808,Neural Networks,PyTorch,Advanced,4.36,40
4809,TensorFlow Crash Course,Machine Learning,Intermediate,3.45,26
4810,Neural Networks,Data Analysis,Beginner,4.18,33
4811,Advanced Python,Data Visualization,Advanced,3.88,2
4812,Machine Learning Intro,Linear Algebra,Beginner,4.24,8
4813,Deep Learning Fundamentals,Linear Algebra,Beginner,4.45,8
4814,Deep Learning Fundamentals,Computer Vision,Intermediate,3.2,2
4815,Computer Vision Basics,Pandas,Intermediate,3.85,7
4816,Deep Learning Fundamentals,Data Visualization,Beginner,4.08,36
4817,Advanced Python,Data Analysis,Intermediate,4.85,36
4818,Python Basics,Pandas,Intermediate,4.65,6
4819,Python Basics,SQL,Advanced,3.93,16
4820,Advanced Python,Statistics,Beginner,3.47,32
4821,Natural Language Processing,Computer Vision,Advanced,3.81,10
4822,Pandas for Data Analysis,Machine Learning,Advanced,4.44,33
4823,SQL for Data Science,Python,Advanced,3.84,34
4824,Pandas for Data Analysis,Pandas,Intermediate,4.92,15
4825,Pandas for Data Analysis,Pandas,Intermediate,4.6,28
4826,Natural Language Processing,Numpy,Intermediate,4.86,35
4827,Statistics for Data Science,Computer Vision,Beginner,4.95,12
4828,Machine Learning Intro,Data Visualization,Advanced,4.29,8
4829,Neural Networks,SQL,Beginner,3.78,19
4830,Advanced Python,SQL,Beginner,4.03,14
4831,Numpy Fundamentals,Statistics,Intermediate,3.26,4
4832,Statistics for Data Science,Computer Vision,Beginner,3.47,33
4833,Neural Networks,Pandas,Beginner,3.16,11
4834,Pandas for Data Analysis,Python,Beginner,3.28,8
4835,Computer Vision Basics,Numpy,Intermediate,3.43,34
4836,Pandas for Data Analysis,Linear Algebra,Intermediate,4.19,27
4837,Computer Vision Basics,Linear Algebra,Intermediate,3.01,18
4838,Python Basics,Numpy,Intermediate,4.26,9
4839,Advanced Python,Numpy,Beginner,4.46,22
4840,Numpy Fundamentals,Data Analysis,Advanced,3.5,17
4841,Pandas for Data Analysis,SQL,Beginner,4.76,29
4842,Data Visualization with Python,Data Analysis,Advanced,3.79,34
4843,Numpy Fundamentals,NLP,Intermediate,4.43,29
4844,PyTorch for Deep Learning,Computer Vision,Advanced,3.34,34
4845,Computer Vision Basics,PyTorch,Beginner,4.89,15
4846,Computer Vision Basics,Deep Learning,Intermediate,4.45,2
4847,Advanced Python,Statistics,Intermediate,3.46,19
4848,TensorFlow Crash Course,Data Analysis,Advanced,4.67,17
4849,Neural Networks,Python,Beginner,4.67,27
4850,PyTorch for Deep Learning,SQL,Advanced,4.2,9
4851,Advanced Python,PyTorch,Advanced,3.08,28
4852,Numpy Fundamentals,Data Visualization,Intermediate,4.34,38
4853,Pandas for Data Analysis,Machine Learning,Beginner,4.07,35
4854,Deep Learning Fundamentals,Computer Vision,Advanced,4.11,35
4855,PyTorch for Deep Learning,Data Analysis,Advanced,4.63,24
4856,Advanced Python,NLP,Advanced,4.87,11
4857,Natural Language Processing,Machine Learning,Beginner,4.86,27
4858,Machine Learning Intro,Numpy,Intermediate,3.1,7
4859,Machine Learning Intro,Python,Intermediate,3.88,29
4860,Advanced Python,Linear Algebra,Intermediate,3.82,23
4861,Neural Networks,Statistics,Beginner,3.5,18
4862,TensorFlow Crash Course,Deep Learning,Intermediate,4.91,28
4863,Python Basics,Numpy,Beginner,4.44,15
4864,Data Visualization with Python,Statistics,Advanced,3.79,12
4865,PyTorch for Deep Learning,Computer Vision,Advanced,4.18,35
4866,Deep Learning Fundamentals,Data Visualization,Beginner,4.05,30
4867,Neural Networks,Computer Vision,Intermediate,3.63,5
4868,Statistics for Data Science,NLP,Intermediate,4.13,4
4869,Numpy Fundamentals,Statistics,Beginner,3.31,38
4870,Computer Vision Basics,Statistics,Advanced,4.37,31
4871,Natural Language Processing,Data Analysis,Beginner,4.88,15
4872,Natural Language Processing,Machine Learning,Beginner,3.82,7
4873,TensorFlow Crash Course,SQL,Intermediate,4.3,24
4874,Neural Networks,Pandas,Intermediate,3.22,7
4875,Statistics for Data Science,Linear Algebra,Beginner,4.41,8
4876,Statistics for Data Science,NLP,Beginner,3.81,20
4877,PyTorch for Deep Learning,Deep Learning,Beginner,4.42,34
4878,Neural Networks,Pandas,Intermediate,3.09,9
4879,Deep Learning Fundamentals,Linear Algebra,Beginner,3.93,30
4880,Statistics for Data Science,Pandas,Advanced,3.41,24
4881,Computer Vision Basics,SQL,Advanced,4.67,35
4882,Statistics for Data Science,NLP,Intermediate,4.59,28
4883,TensorFlow Crash Course,Computer Vision,Advanced,3.52,13
4884,Machine Learning Intro,Machine Learning,Advanced,4.18,39
4885,Natural Language Processing,Pandas,Intermediate,3.12,19
4886,Deep Learning Fundamentals,Data Visualization,Beginner,3.07,27
4887,Statistics for Data Science,Machine Learning,Advanced,3.18,16
4888,PyTorch for Deep Learning,PyTorch,Advanced,4.72,38
4889,Advanced Python,Computer Vision,Beginner,3.98,15
