course_id,course_name,skill,difficulty,rating,duration_hours,num_students,text
31089,Data Analysis Course,Data Analysis,Intermediate,3.65,17,349025,Data Analysis Course Data Analysis Intermediate
31090,SQL for Data Science,SQL,Advanced,3.57,29,432751,SQL for Data Science SQL Advanced
31091,Data Analysis Course,Data Analysis,Beginner,4.21,19,440822,Data Analysis Course Data Analysis Beginner
31092,SQL for Data Science,SQL,Beginner,4.44,6,406105,SQL for Data Science SQL Beginner
31093,TensorFlow Crash Course,TensorFlow,Beginner,4.87,14,64071,TensorFlow Crash Course TensorFlow Beginner
31094,Probability Course,Probability,Beginner,4.78,19,27259,Probability Course Probability Beginner
31095,TensorFlow Crash Course,TensorFlow,Intermediate,3.9,12,374979,TensorFlow Crash Course TensorFlow Intermediate
31096,Python for Data Science,Python,Advanced,4.07,13,345026,Python for Data Science Python Advanced
31097,Neural Networks,Deep Learning,Beginner,4.69,13,41623,Neural Networks Deep Learning Beginner
31098,Natural Language Processing,NLP,Intermediate,4.72,10,239144,Natural Language Processing NLP Intermediate
31099,Data Analysis Course,Data Analysis,Intermediate,4.67,31,194918,Data Analysis Course Data Analysis Intermediate
31100,Natural Language Processing,NLP,Beginner,4.36,40,336273,Natural Language Processing NLP Beginner
31101,Python for Data Science,Python,Beginner,4.54,33,487518,Python for Data Science Python Beginner
31102,Computer Vision Basics,Computer Vision,Beginner,4.24,33,462680,Computer Vision Basics Computer Vision Beginner
31103,Linear Algebra Course,Linear Algebra,Beginner,4.16,2,469369,Linear Algebra Course Linear Algebra Beginner
31104,Probability Course,Probability,Beginner,3.66,4,176415,Probability Course Probability Beginner
31105,Numpy Fundamentals,Numpy,Advanced,3.51,23,235094,Numpy Fundamentals Numpy Advanced
31106,Computer Vision Basics,Computer Vision,Beginner,3.6,28,194025,Computer Vision Basics Computer Vision Beginner
31107,Machine Learning Intro,Machine Learning,Intermediate,4.37,9,172008,Machine Learning Intro Machine Learning Intermediate
31108,Probability Course,Probability,Intermediate,4.78,28,263049,Probability Course Probability Intermediate
31109,Data Visualization with Python,Data Visualization,Beginner,4.32,31,38158,Data Visualization with Python Data Visualization Beginner
31110,Pandas for Data Analysis,Pandas,Advanced,4.16,22,369508,Pandas for Data Analysis Pandas Advanced
31111,Data Analysis Course,Data Analysis,Intermediate,4.88,28,149143,Data Analysis Course Data Analysis Intermediate
31112,Natural Language Processing,NLP,Intermediate,4.08,5,37804,Natural Language Processing NLP Intermediate
31113,Neural Networks,Deep Learning,Beginner,3.67,19,411573,Neural Networks Deep Learning Beginner
31114,Deep Learning Fundamentals,Deep Learning,Beginner,4.07,19,287289,Deep Learning Fundamentals Deep Learning Beginner
31115,Natural Language Processing,NLP,Beginner,4.67,21,393292,Natural Language Processing NLP Beginner
31116,Advanced Python,Python,Intermediate,4.76,2,347122,Advanced Python Python Intermediate
31117,TensorFlow Crash Course,TensorFlow,Advanced,4.92,17,85916,TensorFlow Crash Course TensorFlow Advanced
31118,TensorFlow Crash Course,TensorFlow,Advanced,3.76,3,217263,TensorFlow Crash Course TensorFlow Advanced
31119,Neural Networks,Deep Learning,Advanced,4.38,3,54216,Neural Networks Deep Learning Advanced
31120,Neural Networks,Deep Learning,Intermediate,4.36,18,47431,Neural Networks Deep Learning Intermediate
31121,Linear Algebra Course,Linear Algebra,Intermediate,4.96,33,24482,Linear Algebra Course Linear Algebra Intermediate
31122,Pandas for Data Analysis,Pandas,Beginner,4.66,25,111856,Pandas for Data Analysis Pandas Beginner
31123,Probability Course,Probability,Advanced,4.45,20,457687,Probability Course Probability Advanced
31124,Pandas for Data Analysis,Pandas,Beginner,3.85,21,492412,Pandas for Data Analysis Pandas Beginner
31125,Statistics for Data Science,Statistics,Advanced,4.63,32,191234,Statistics for Data Science Statistics Advanced
31126,TensorFlow Crash Course,TensorFlow,Intermediate,3.5,24,64301,TensorFlow Crash Course TensorFlow Intermediate
31127,Probability Course,Probability,Advanced,3.66,3,89094,Probability Course Probability Advanced
31128,PyTorch for Deep Learning,PyTorch,Advanced,4.36,4,187399,PyTorch for Deep Learning PyTorch Advanced
31129,Deep Learning Fundamentals,Deep Learning,Advanced,4.34,35,339043,Deep Learning Fundamentals Deep Learning Advanced
31130,Linear Algebra Course,Linear Algebra,Intermediate,4.88,21,245206,Linear Algebra Course Linear Algebra Intermediate
31131,Probability Course,Probability,Intermediate,4.67,5,335069,Probability Course Probability Intermediate
31132,Machine Learning Intro,Machine Learning,Advanced,4.4,16,99682,Machine Learning Intro Machine Learning Advanced
31133,Data Analysis Course,Data Analysis,Intermediate,3.91,17,57766,Data Analysis Course Data Analysis Intermediate
31134,Natural Language Processing,NLP,Advanced,4.59,4,381789,Natural Language Processing NLP Advanced
31135,PyTorch for Deep Learning,PyTorch,Intermediate,4.36,18,190365,PyTorch for Deep Learning PyTorch Intermediate
31136,Probability Course,Probability,Intermediate,4.5,23,57551,Probability Course Probability Intermediate
31137,Deep Learning Fundamentals,Deep Learning,Beginner,3.58,18,297087,Deep Learning Fundamentals Deep Learning Beginner
31138,Probability Course,Probability,Advanced,3.93,29,116235,Probability Course Probability Advanced
31139,TensorFlow Crash Course,TensorFlow,Intermediate,4.97,23,225743,TensorFlow Crash Course TensorFlow Intermediate
31140,Numpy Fundamentals,Numpy,Beginner,3.89,29,43900,Numpy Fundamentals Numpy Beginner
31141,Probability Course,Probability,Advanced,4.73,16,344934,Probability Course Probability Advanced
31142,Pandas for Data Analysis,Pandas,Advanced,4.09,5,340010,Pandas for Data Analysis Pandas Advanced
31143,Natural Language Processing,NLP,Beginner,3.57,8,404831,Natural Language Processing NLP Beginner
31144,Data Analysis Course,Data Analysis,Advanced,4.75,3,21524,Data Analysis Course Data Analysis Advanced
31145,Probability Course,Probability,Beginner,4.69,4,250168,Probability Course Probability Beginner
31146,Neural Networks,Deep Learning,Advanced,4.84,15,416220,Neural Networks Deep Learning Advanced
31147,PyTorch for Deep Learning,PyTorch,Advanced,4.26,19,40815,PyTorch for Deep Learning PyTorch Advanced
31148,Natural Language Processing,NLP,Advanced,4.05,38,452419,Natural Language Processing NLP Advanced
31149,Data Analysis Course,Data Analysis,Intermediate,4.3,20,183224,Data Analysis Course Data Analysis Intermediate
31150,Numpy Fundamentals,Numpy,Intermediate,3.96,26,47167,Numpy Fundamentals Numpy Intermediate
31151,Numpy Fundamentals,Numpy,Advanced,4.69,40,481412,Numpy Fundamentals Numpy Advanced
31152,Machine Learning Intro,Machine Learning,Intermediate,4.76,4,371868,Machine Learning Intro Machine Learning Intermediate
31153,Data Visualization with Python,Data Visualization,Advanced,4.95,15,458716,Data Visualization with Python Data Visualization Advanced
31154,Computer Vision Basics,Computer Vision,Beginner,3.73,20,158546,Computer Vision Basics Computer Vision Beginner
31155,Neural Networks,Deep Learning,Intermediate,4.25,23,285334,Neural Networks Deep Learning Intermediate
31156,Statistics for Data Science,Statistics,Advanced,4.05,8,382628,Statistics for Data Science Statistics Advanced
31157,Deep Learning Fundamentals,Deep Learning,Beginner,3.58,21,140985,Deep Learning Fundamentals Deep Learning Beginner
31158,TensorFlow Crash Course,TensorFlow,Beginner,4.98,19,38370,TensorFlow Crash Course TensorFlow Beginner
31159,Python for Data Science,Python,Advanced,4.42,30,111668,Python for Data Science Python Advanced
31160,Computer Vision Basics,Computer Vision,Intermediate,4.07,9,202071,Computer Vision Basics Computer Vision Intermediate
31161,Probability Course,Probability,Intermediate,3.7,19,299596,Probability Course Probability Intermediate
31162,Data Analysis Course,Data Analysis,Advanced,4.82,35,485568,Data Analysis Course Data Analysis Advanced
31163,Data Visualization with Python,Data Visualization,Advanced,3.6,27,59229,Data Visualization with Python Data Visualization Advanced
31164,Data Visualization with Python,Data Visualization,Beginner,3.87,34,350236,Data Visualization with Python Data Visualization Beginner
31165,Numpy Fundamentals,Numpy,Beginner,3.64,17,143011,Numpy Fundamentals Numpy Beginner
31166,Computer Vision Basics,Computer Vision,Beginner,3.88,36,307555,Computer Vision Basics Computer Vision Beginner
31167,Statistics for Data Science,Statistics,Intermediate,4.88,28,20363,Statistics for Data Science Statistics Intermediate
31168,Natural Language Processing,NLP,Advanced,3.59,32,399222,Natural Language Processing NLP Advanced
31169,Numpy Fundamentals,Numpy,Advanced,4.35,37,44593,Numpy Fundamentals Numpy Advanced
31170,Statistics for Data Science,Statistics,Intermediate,4.71,15,374896,Statistics for Data Science Statistics Intermediate
31171,SQL for Data Science,SQL,Beginner,3.52,22,55241,SQL for Data Science SQL Beginner
31172,Natural Language Processing,NLP,Advanced,3.6,14,482934,Natural Language Processing NLP Advanced
31173,Statistics for Data Science,Statistics,Beginner,4.47,33,170888,Statistics for Data Science Statistics Beginner
31174,SQL for Data Science,SQL,Advanced,4.19,31,336175,SQL for Data Science SQL Advanced
31175,TensorFlow Crash Course,TensorFlow,Advanced,3.82,23,53213,TensorFlow Crash Course TensorFlow Advanced
31176,Natural Language Processing,NLP,Intermediate,4.45,9,493996,Natural Language Processing NLP Intermediate
31177,Pandas for Data Analysis,Pandas,Intermediate,3.67,9,436408,Pandas for Data Analysis Pandas Intermediate
31178,Data Analysis Course,Data Analysis,Beginner,3.73,35,319390,Data Analysis Course Data Analysis Beginner
31179,Deep Learning Fundamentals,Deep Learning,Advanced,4.08,36,245350,Deep Learning Fundamentals Deep Learning Advanced
31180,Natural Language Processing,NLP,Beginner,4.36,5,179561,Natural Language Processing NLP Beginner
31181,Probability Course,Probability,Beginner,4.19,18,301773,Probability Course Probability Beginner
31182,Statistics for Data Science,Statistics,Beginner,4.65,5,209694,Statistics for Data Science Statistics Beginner
31183,Linear Algebra Course,Linear Algebra,Beginner,3.57,25,79452,Linear Algebra Course Linear Algebra Beginner
31184,ML Algorithms,Machine Learning,Beginner,4.33,12,98394,ML Algorithms Machine Learning Beginner
31185,Natural Language Processing,NLP,Beginner,3.83,38,440221,Natural Language Processing NLP Beginner
31186,Statistics for Data Science,Statistics,Beginner,3.51,21,439994,Statistics for Data Science Statistics Beginner
31187,Natural Language Processing,NLP,Advanced,4.41,2,462562,Natural Language Processing NLP Advanced
31188,Machine Learning Intro,Machine Learning,Intermediate,4.73,13,385896,Machine Learning Intro Machine Learning Intermediate
31189,Computer Vision Basics,Computer Vision,Intermediate,4.1,11,418641,Computer Vision Basics Computer Vision Intermediate
31190,Machine Learning Intro,Machine Learning,Intermediate,4.37,5,450058,Machine Learning Intro Machine Learning Intermediate
31191,ML Algorithms,Machine Learning,Advanced,3.65,29,236738,ML Algorithms Machine Learning Advanced
31192,TensorFlow Crash Course,TensorFlow,Intermediate,4.74,9,42165,TensorFlow Crash Course TensorFlow Intermediate
31193,TensorFlow Crash Course,TensorFlow,Beginner,3.54,20,133589,TensorFlow Crash Course TensorFlow Beginner
31194,PyTorch for Deep Learning,PyTorch,Advanced,4.97,31,290400,PyTorch for Deep Learning PyTorch Advanced
31195,SQL for Data Science,SQL,Advanced,4.2,21,473408,SQL for Data Science SQL Advanced
31196,Numpy Fundamentals,Numpy,Advanced,4.82,32,171085,Numpy Fundamentals Numpy Advanced
31197,Natural Language Processing,NLP,Beginner,4.69,7,236244,Natural Language Processing NLP Beginner
31198,PyTorch for Deep Learning,PyTorch,Beginner,4.34,14,356156,PyTorch for Deep Learning PyTorch Beginner
31199,TensorFlow Crash Course,TensorFlow,Advanced,3.5,27,39062,TensorFlow Crash Course TensorFlow Advanced
31200,Pandas for Data Analysis,Pandas,Beginner,4.04,16,275956,Pandas for Data Analysis Pandas Beginner
31201,PyTorch for Deep Learning,PyTorch,Beginner,3.82,4,44066,PyTorch for Deep Learning PyTorch Beginner
31202,TensorFlow Crash Course,TensorFlow,Advanced,4.78,14,227389,TensorFlow Crash Course TensorFlow Advanced
31203,Natural Language Processing,NLP,Beginner,4.28,4,19281,Natural Language Processing NLP Beginner
31204,SQL for Data Science,SQL,Advanced,4.66,13,78610,SQL for Data Science SQL Advanced
31205,Computer Vision Basics,Computer Vision,Advanced,4.71,39,448629,Computer Vision Basics Computer Vision Advanced
31206,Data Visualization with Python,Data Visualization,Beginner,4.54,8,455286,Data Visualization with Python Data Visualization Beginner
31207,Data Analysis Course,Data Analysis,Beginner,4.14,5,220251,Data Analysis Course Data Analysis Beginner
31208,Computer Vision Basics,Computer Vision,Intermediate,4.12,27,250052,Computer Vision Basics Computer Vision Intermediate
31209,Python Basics,Python,Beginner,4.43,4,176672,Python Basics Python Beginner
31210,Data Visualization with Python,Data Visualization,Beginner,4.55,8,447473,Data Visualization with Python Data Visualization Beginner
31211,Natural Language Processing,NLP,Advanced,4.5,10,70722,Natural Language Processing NLP Advanced
31212,Pandas for Data Analysis,Pandas,Intermediate,3.79,25,361633,Pandas for Data Analysis Pandas Intermediate
31213,Linear Algebra Course,Linear Algebra,Advanced,4.25,33,271565,Linear Algebra Course Linear Algebra Advanced
31214,Data Analysis Course,Data Analysis,Intermediate,4.31,7,492520,Data Analysis Course Data Analysis Intermediate
31215,Advanced Python,Python,Intermediate,3.96,8,363931,Advanced Python Python Intermediate
31216,PyTorch for Deep Learning,PyTorch,Intermediate,4.98,2,376664,PyTorch for Deep Learning PyTorch Intermediate
31217,Pandas for Data Analysis,Pandas,Intermediate,4.29,18,372156,Pandas for Data Analysis Pandas Intermediate
31218,Probability Course,Probability,Advanced,3.7,35,269546,Probability Course Probability Advanced
31219,Numpy Fundamentals,Numpy,Advanced,3.91,37,118252,Numpy Fundamentals Numpy Advanced
31220,PyTorch for Deep Learning,PyTorch,Intermediate,3.98,35,245323,PyTorch for Deep Learning PyTorch Intermediate
31221,SQL for Data Science,SQL,Intermediate,4.92,18,283460,SQL for Data Science SQL Intermediate
31222,Linear Algebra Course,Linear Algebra,Beginner,4.19,36,442098,Linear Algebra Course Linear Algebra Beginner
31223,ML Algorithms,Machine Learning,Beginner,3.9,13,202206,ML Algorithms Machine Learning Beginner
31224,Computer Vision Basics,Computer Vision,Intermediate,4.97,16,356961,Computer Vision Basics Computer Vision Intermediate
31225,Pandas for Data Analysis,Pandas,Advanced,4.89,6,153332,Pandas for Data Analysis Pandas Advanced
31226,Statistics for Data Science,Statistics,Intermediate,4.21,31,104952,Statistics for Data Science Statistics Intermediate
31227,Data Visualization with Python,Data Visualization,Beginner,4.74,24,226274,Data Visualization with Python Data Visualization Beginner
31228,Numpy Fundamentals,Numpy,Intermediate,4.9,26,149583,Numpy Fundamentals Numpy Intermediate
31229,Deep Learning Fundamentals,Deep Learning,Advanced,3.58,38,292800,Deep Learning Fundamentals Deep Learning Advanced
31230,TensorFlow Crash Course,TensorFlow,Beginner,4.88,11,374954,TensorFlow Crash Course TensorFlow Beginner
31231,Natural Language Processing,NLP,Advanced,4.69,4,132585,Natural Language Processing NLP Advanced
31232,Neural Networks,Deep Learning,Intermediate,4.77,35,491778,Neural Networks Deep Learning Intermediate
31233,Numpy Fundamentals,Numpy,Intermediate,4.24,33,300175,Numpy Fundamentals Numpy Intermediate
31234,PyTorch for Deep Learning,PyTorch,Beginner,4.28,38,122607,PyTorch for Deep Learning PyTorch Beginner
31235,PyTorch for Deep Learning,PyTorch,Advanced,3.97,24,479216,PyTorch for Deep Learning PyTorch Advanced
31236,Natural Language Processing,NLP,Intermediate,4.82,26,407179,Natural Language Processing NLP Intermediate
31237,Natural Language Processing,NLP,Beginner,4.29,21,182898,Natural Language Processing NLP Beginner
31238,Data Visualization with Python,Data Visualization,Advanced,3.72,5,343035,Data Visualization with Python Data Visualization Advanced
31239,Data Visualization with Python,Data Visualization,Intermediate,3.75,8,211668,Data Visualization with Python Data Visualization Intermediate
31240,PyTorch for Deep Learning,PyTorch,Intermediate,4.43,11,233988,PyTorch for Deep Learning PyTorch Intermediate
31241,Numpy Fundamentals,Numpy,Intermediate,4.35,32,100270,Numpy Fundamentals Numpy Intermediate
31242,Numpy Fundamentals,Numpy,Beginner,4.13,39,365461,Numpy Fundamentals Numpy Beginner
31243,Statistics for Data Science,Statistics,Beginner,4.38,28,185147,Statistics for Data Science Statistics Beginner
31244,Pandas for Data Analysis,Pandas,Advanced,4.31,6,188750,Pandas for Data Analysis Pandas Advanced
31245,Computer Vision Basics,Computer Vision,Advanced,3.99,8,137746,Computer Vision Basics Computer Vision Advanced
31246,Numpy Fundamentals,Numpy,Intermediate,4.22,19,80388,Numpy Fundamentals Numpy Intermediate
31247,Linear Algebra Course,Linear Algebra,Advanced,3.7,40,46114,Linear Algebra Course Linear Algebra Advanced
31248,Deep Learning Fundamentals,Deep Learning,Intermediate,3.85,9,316958,Deep Learning Fundamentals Deep Learning Intermediate
31249,Pandas for Data Analysis,Pandas,Intermediate,4.55,33,420995,Pandas for Data Analysis Pandas Intermediate
31250,Data Visualization with Python,Data Visualization,Beginner,4.45,27,316035,Data Visualization with Python Data Visualization Beginner
31251,Neural Networks,Deep Learning,Intermediate,4.5,39,358816,Neural Networks Deep Learning Intermediate
31252,Pandas for Data Analysis,Pandas,Intermediate,3.92,33,407529,Pandas for Data Analysis Pandas Intermediate
31253,SQL for Data Science,SQL,Beginner,4.62,39,106461,SQL for Data Science SQL Beginner
31254,Probability Course,Probability,Intermediate,4.5,29,140096,Probability Course Probability Intermediate
31255,Pandas for Data Analysis,Pandas,Intermediate,4.82,21,186891,Pandas for Data Analysis Pandas Intermediate
31256,Computer Vision Basics,Computer Vision,Beginner,3.6,26,1443,Computer Vision Basics Computer Vision Beginner
31257,Data Analysis Course,Data Analysis,Intermediate,4.89,25,272905,Data Analysis Course Data Analysis Intermediate
31258,SQL for Data Science,SQL,Intermediate,4.11,35,303387,SQL for Data Science SQL Intermediate
31259,Data Visualization with Python,Data Visualization,Intermediate,4.63,39,182599,Data Visualization with Python Data Visualization Intermediate
31260,PyTorch for Deep Learning,PyTorch,Advanced,4.62,25,240785,PyTorch for Deep Learning PyTorch Advanced
31261,TensorFlow Crash Course,TensorFlow,Intermediate,3.73,25,126336,TensorFlow Crash Course TensorFlow Intermediate
31262,Statistics for Data Science,Statistics,Beginner,4.14,5,219477,Statistics for Data Science Statistics Beginner
31263,SQL for Data Science,SQL,Beginner,4.78,30,225880,SQL for Data Science SQL Beginner
31264,Data Visualization with Python,Data Visualization,Intermediate,4.68,28,461651,Data Visualization with Python Data Visualization Intermediate
31265,Data Analysis Course,Data Analysis,Beginner,4.16,35,45301,Data Analysis Course Data Analysis Beginner
31266,Probability Course,Probability,Advanced,4.78,24,78903,Probability Course Probability Advanced
31267,PyTorch for Deep Learning,PyTorch,Advanced,4.89,18,33757,PyTorch for Deep Learning PyTorch Advanced
31268,SQL for Data Science,SQL,Beginner,4.29,23,13833,SQL for Data Science SQL Beginner
31269,Numpy Fundamentals,Numpy,Advanced,4.9,28,13420,Numpy Fundamentals Numpy Advanced
31270,Probability Course,Probability,Intermediate,4.81,38,33994,Probability Course Probability Intermediate
31271,Advanced Python,Python,Intermediate,4.2,34,490878,Advanced Python Python Intermediate
31272,Pandas for Data Analysis,Pandas,Advanced,4.98,32,108302,Pandas for Data Analysis Pandas Advanced
31273,Probability Course,Probability,Intermediate,4.53,26,7070,Probability Course Probability Intermediate
31274,Natural Language Processing,NLP,Intermediate,3.95,8,64763,Natural Language Processing NLP Intermediate
31275,Data Visualization with Python,Data Visualization,Beginner,3.7,17,275034,Data Visualization with Python Data Visualization Beginner
31276,Deep Learning Fundamentals,Deep Learning,Intermediate,4.42,20,418190,Deep Learning Fundamentals Deep Learning Intermediate
31277,Computer Vision Basics,Computer Vision,Intermediate,4.98,13,428808,Computer Vision Basics Computer Vision Intermediate
31278,Data Analysis Course,Data Analysis,Beginner,4.21,29,109173,Data Analysis Course Data Analysis Beginner
31279,Pandas for Data Analysis,Pandas,Advanced,3.87,7,375712,Pandas for Data Analysis Pandas Advanced
31280,Neural Networks,Deep Learning,Beginner,3.93,29,204634,Neural Networks Deep Learning Beginner
31281,Computer Vision Basics,Computer Vision,Intermediate,4.41,8,155788,Computer Vision Basics Computer Vision Intermediate
31282,Python Basics,Python,Intermediate,3.5,32,181968,Python Basics Python Intermediate
31283,Pandas for Data Analysis,Pandas,Beginner,4.14,21,88538,Pandas for Data Analysis Pandas Beginner
31284,Python for Data Science,Python,Advanced,3.7,30,462501,Python for Data Science Python Advanced
31285,Statistics for Data Science,Statistics,Intermediate,3.77,7,332358,Statistics for Data Science Statistics Intermediate
31286,Numpy Fundamentals,Numpy,Advanced,4.56,40,305625,Numpy Fundamentals Numpy Advanced
31287,Statistics for Data Science,Statistics,Beginner,3.72,23,177459,Statistics for Data Science Statistics Beginner
31288,Pandas for Data Analysis,Pandas,Intermediate,4.49,13,20724,Pandas for Data Analysis Pandas Intermediate
31289,Linear Algebra Course,Linear Algebra,Advanced,3.99,14,348401,Linear Algebra Course Linear Algebra Advanced
31290,Neural Networks,Deep Learning,Intermediate,3.61,28,444222,Neural Networks Deep Learning Intermediate
31291,TensorFlow Crash Course,TensorFlow,Intermediate,4.14,27,492815,TensorFlow Crash Course TensorFlow Intermediate
31292,Deep Learning Fundamentals,Deep Learning,Advanced,4.9,10,496721,Deep Learning Fundamentals Deep Learning Advanced
31293,Probability Course,Probability,Intermediate,4.26,35,370918,Probability Course Probability Intermediate
31294,Linear Algebra Course,Linear Algebra,Beginner,4.56,27,372315,Linear Algebra Course Linear Algebra Beginner
31295,Deep Learning Fundamentals,Deep Learning,Advanced,4.14,28,118810,Deep Learning Fundamentals Deep Learning Advanced
31296,Advanced Python,Python,Advanced,4.54,16,140022,Advanced Python Python Advanced
31297,Deep Learning Fundamentals,Deep Learning,Advanced,4.43,11,60995,Deep Learning Fundamentals Deep Learning Advanced
31298,Data Analysis Course,Data Analysis,Advanced,3.92,22,439064,Data Analysis Course Data Analysis Advanced
31299,Numpy Fundamentals,Numpy,Advanced,4.8,39,450809,Numpy Fundamentals Numpy Advanced
31300,Pandas for Data Analysis,Pandas,Advanced,3.55,33,275722,Pandas for Data Analysis Pandas Advanced
31301,TensorFlow Crash Course,TensorFlow,Advanced,3.52,40,387443,TensorFlow Crash Course TensorFlow Advanced
31302,Computer Vision Basics,Computer Vision,Advanced,3.92,7,454359,Computer Vision Basics Computer Vision Advanced
31303,Numpy Fundamentals,Numpy,Beginner,4.01,8,111167,Numpy Fundamentals Numpy Beginner
31304,SQL for Data Science,SQL,Advanced,3.81,23,121282,SQL for Data Science SQL Advanced
31305,Deep Learning Fundamentals,Deep Learning,Beginner,4.45,16,87649,Deep Learning Fundamentals Deep Learning Beginner
31306,PyTorch for Deep Learning,PyTorch,Intermediate,3.61,25,252540,PyTorch for Deep Learning PyTorch Intermediate
31307,Machine Learning Intro,Machine Learning,Advanced,3.61,14,201844,Machine Learning Intro Machine Learning Advanced
31308,Statistics for Data Science,Statistics,Intermediate,4.73,5,207803,Statistics for Data Science Statistics Intermediate
31309,Data Visualization with Python,Data Visualization,Advanced,4.73,36,248986,Data Visualization with Python Data Visualization Advanced
31310,ML Algorithms,Machine Learning,Intermediate,4.58,22,31966,ML Algorithms Machine Learning Intermediate
31311,Probability Course,Probability,Advanced,4.64,7,4599,Probability Course Probability Advanced
31312,ML Algorithms,Machine Learning,Beginner,3.63,25,312133,ML Algorithms Machine Learning Beginner
31313,Statistics for Data Science,Statistics,Beginner,4.35,5,354745,Statistics for Data Science Statistics Beginner
31314,Computer Vision Basics,Computer Vision,Intermediate,3.64,18,494853,Computer Vision Basics Computer Vision Intermediate
31315,Data Visualization with Python,Data Visualization,Beginner,4.7,32,463543,Data Visualization with Python Data Visualization Beginner
31316,Advanced Python,Python,Intermediate,4.35,25,430217,Advanced Python Python Intermediate
31317,Machine Learning Intro,Machine Learning,Advanced,4.58,37,298569,Machine Learning Intro Machine Learning Advanced
31318,Natural Language Processing,NLP,Intermediate,4.72,8,286463,Natural Language Processing NLP Intermediate
31319,Linear Algebra Course,Linear Algebra,Beginner,3.91,24,132948,Linear Algebra Course Linear Algebra Beginner
31320,Neural Networks,Deep Learning,Advanced,4.14,22,378374,Neural Networks Deep Learning Advanced
31321,Linear Algebra Course,Linear Algebra,Intermediate,3.71,19,423485,Linear Algebra Course Linear Algebra Intermediate
31322,Machine Learning Intro,Machine Learning,Advanced,4.87,12,13088,Machine Learning Intro Machine Learning Advanced
31323,Advanced Python,Python,Intermediate,4.7,40,215809,Advanced Python Python Intermediate
31324,Computer Vision Basics,Computer Vision,Beginner,4.26,21,246649,Computer Vision Basics Computer Vision Beginner
31325,PyTorch for Deep Learning,PyTorch,Advanced,4.05,13,325741,PyTorch for Deep Learning PyTorch Advanced
31326,TensorFlow Crash Course,TensorFlow,Advanced,4.88,33,122459,TensorFlow Crash Course TensorFlow Advanced
31327,Statistics for Data Science,Statistics,Advanced,4.89,11,211718,Statistics for Data Science Statistics Advanced
31328,Computer Vision Basics,Computer Vision,Beginner,3.84,19,212062,Computer Vision Basics Computer Vision Beginner
31329,Data Visualization with Python,Data Visualization,Beginner,4.49,37,32608,Data Visualization with Python Data Visualization Beginner
31330,PyTorch for Deep Learning,PyTorch,Intermediate,3.52,8,469960,PyTorch for Deep Learning PyTorch Intermediate
31331,Deep Learning Fundamentals,Deep Learning,Advanced,4.99,37,110323,Deep Learning Fundamentals Deep Learning Advanced
31332,Linear Algebra Course,Linear Algebra,Intermediate,3.91,16,182191,Linear Algebra Course Linear Algebra Intermediate
31333,Probability Course,Probability,Advanced,4.86,8,72279,Probability Course Probability Advanced
31334,Advanced Python,Python,Beginner,3.52,17,362586,Advanced Python Python Beginner
31335,Advanced Python,Python,Beginner,4.33,14,462350,Advanced Python Python Beginner
31336,Statistics for Data Science,Statistics,Advanced,4.96,15,139876,Statistics for Data Science Statistics Advanced
31337,Machine Learning Intro,Machine Learning,Beginner,4.74,7,471476,Machine Learning Intro Machine Learning Beginner
31338,Statistics for Data Science,Statistics,Beginner,4.69,36,243303,Statistics for Data Science Statistics Beginner
31339,Pandas for Data Analysis,Pandas,Advanced,4.5,40,188903,Pandas for Data Analysis Pandas Advanced
31340,TensorFlow Crash Course,TensorFlow,Beginner,3.92,12,51330,TensorFlow Crash Course TensorFlow Beginner
31341,PyTorch for Deep Learning,PyTorch,Intermediate,4.54,24,63770,PyTorch for Deep Learning PyTorch Intermediate
31342,PyTorch for Deep Learning,PyTorch,Intermediate,4.61,25,22047,PyTorch for Deep Learning PyTorch Intermediate
31343,PyTorch for Deep Learning,PyTorch,Intermediate,3.97,36,202151,PyTorch for Deep Learning PyTorch Intermediate
31344,Neural Networks,Deep Learning,Advanced,4.18,31,196083,Neural Networks Deep Learning Advanced
31345,TensorFlow Crash Course,TensorFlow,Beginner,4.98,12,67457,TensorFlow Crash Course TensorFlow Beginner
31346,Data Visualization with Python,Data Visualization,Intermediate,4.12,39,179349,Data Visualization with Python Data Visualization Intermediate
31347,Computer Vision Basics,Computer Vision,Advanced,3.52,10,465373,Computer Vision Basics Computer Vision Advanced
31348,Data Visualization with Python,Data Visualization,Advanced,4.82,33,285295,Data Visualization with Python Data Visualization Advanced
31349,Data Analysis Course,Data Analysis,Advanced,4.33,2,487585,Data Analysis Course Data Analysis Advanced
31350,Computer Vision Basics,Computer Vision,Intermediate,3.78,29,254170,Computer Vision Basics Computer Vision Intermediate
31351,Natural Language Processing,NLP,Beginner,4.17,23,148085,Natural Language Processing NLP Beginner
31352,Data Visualization with Python,Data Visualization,Intermediate,4.39,30,161118,Data Visualization with Python Data Visualization Intermediate
31353,Statistics for Data Science,Statistics,Beginner,3.97,22,403272,Statistics for Data Science Statistics Beginner
31354,Natural Language Processing,NLP,Beginner,3.82,3,265406,Natural Language Processing NLP Beginner
31355,TensorFlow Crash Course,TensorFlow,Beginner,4.64,34,264485,TensorFlow Crash Course TensorFlow Beginner
31356,SQL for Data Science,SQL,Intermediate,4.0,20,183992,SQL for Data Science SQL Intermediate
